,file,run,types,n_dropped,outcome,total_time,max_time,median_time,n_runs
0,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,['A'],1,SimEnv.NoTraceFound,4.536457777023315,4.536457777023315,4.536457777023315,1
1,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,['A'],2,SimEnv.Timeout,113.72689294815063,17.943622827529907,11.836627960205078,10
2,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,['A'],3,SimEnv.Timeout,97.2841067314148,10.684293985366821,9.546439051628113,10
3,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,['A'],1,SimEnv.NoTraceFound,20.268401622772217,5.739701509475708,4.902459502220154,4
4,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,['A'],3,SimEnv.Timeout,107.80298590660095,12.161083221435547,11.320043087005615,10
5,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,"['A,G']",1,SimEnv.NoTraceFound,30.04150938987732,10.592502355575562,9.809528589248657,3
6,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,"['A,G']",2,SimEnv.NoTraceFound,4.911452293395996,4.911452293395996,4.911452293395996,1
7,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,"['A,G']",4,SimEnv.Timeout,56.21654486656189,6.674650192260742,5.597079396247864,10
8,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,"['A,G']",2,SimEnv.NoTraceFound,0.0,0.0,0.0,0
9,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,"['A,G']",4,SimEnv.Unrealizable,3.083028554916382,3.083028554916382,3.083028554916382,1
