,file,run,types,n_dropped,outcome,total_time,max_time,median_time,n_runs
0,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,['A'],1,SimEnv.NoTraceFound,4.536457777023315,4.536457777023315,4.536457777023315,1
1,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,['A'],2,SimEnv.Timeout,113.72689294815063,17.943622827529907,11.836627960205078,10
2,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,['A'],3,SimEnv.Timeout,97.2841067314148,10.684293985366821,9.546439051628113,10
3,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,['A'],1,SimEnv.NoTraceFound,20.268401622772217,5.739701509475708,4.902459502220154,4
4,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,['A'],3,SimEnv.Timeout,107.80298590660095,12.161083221435547,11.320043087005615,10
5,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,"['A,G']",1,SimEnv.NoTraceFound,30.04150938987732,10.592502355575562,9.809528589248657,3
6,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,"['A,G']",2,SimEnv.NoTraceFound,4.911452293395996,4.911452293395996,4.911452293395996,1
7,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,"['A,G']",4,SimEnv.Timeout,56.21654486656189,6.674650192260742,5.597079396247864,10
8,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,"['A,G']",2,SimEnv.NoTraceFound,0.0,0.0,0.0,0
9,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,"['A,G']",4,SimEnv.Unrealizable,3.083028554916382,3.083028554916382,3.083028554916382,1
10,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,0,['A'],5,SimEnv.Unrealizable,12.690571784973145,12.690571784973145,12.690571784973145,1
11,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,1,['A'],4,SimEnv.Unrealizable,15.3652024269104,15.3652024269104,15.3652024269104,1
12,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,2,['A'],2,SimEnv.Unrealizable,15.361752986907959,15.361752986907959,15.361752986907959,1
13,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,3,['A'],3,SimEnv.Unrealizable,15.562896728515625,15.562896728515625,15.562896728515625,1
14,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,4,['A'],5,SimEnv.Unrealizable,15.292162895202637,15.292162895202637,15.292162895202637,1
15,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,0,"['A,G']",1,SimEnv.Unrealizable,15.882680416107178,15.882680416107178,15.882680416107178,1
16,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,1,"['A,G']",7,SimEnv.Unrealizable,15.201448440551758,15.201448440551758,15.201448440551758,1
17,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,2,"['A,G']",5,SimEnv.Timeout,75.01657247543335,8.008155107498169,7.437977075576782,10
18,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,3,"['A,G']",8,SimEnv.Unrealizable,15.189270734786987,15.189270734786987,15.189270734786987,1
19,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,4,"['A,G']",1,SimEnv.Unrealizable,15.110299825668335,15.110299825668335,15.110299825668335,1
