,file,run,types,prevs,n_dropped,outcome,total_time,max_time,median_time,n_runs
0,../Translators/input-files/examples/lift_FINAL_NEW.spectra,0,['A'],False,1,SimEnv.Invalid,0.0,0.0,0.0,0
1,../Translators/input-files/examples/lift_FINAL_NEW.spectra,1,['A'],False,6,SimEnv.Realizable,185.625652551651,21.469388961791992,18.24711012840271,10
2,../Translators/input-files/examples/lift_FINAL_NEW.spectra,2,['A'],False,8,SimEnv.Realizable,220.2130491733551,26.45604372024536,21.269710063934326,10
3,../Translators/input-files/examples/lift_FINAL_NEW.spectra,3,['A'],False,9,SimEnv.Realizable,196.61885023117065,21.061593770980835,20.508134722709656,10
4,../Translators/input-files/examples/lift_FINAL_NEW.spectra,4,['A'],False,7,SimEnv.Success,25.87146520614624,25.87146520614624,25.87146520614624,1
5,../Translators/input-files/examples/lift_FINAL_NEW.spectra,5,['A'],False,10,SimEnv.Realizable,197.84961938858032,21.044124603271484,20.853675603866577,10
6,../Translators/input-files/examples/lift_FINAL_NEW.spectra,6,['A'],False,7,SimEnv.Realizable,188.00269603729248,21.764159202575684,18.195781469345093,10
7,../Translators/input-files/examples/lift_FINAL_NEW.spectra,7,['A'],False,4,SimEnv.Success,39.51069712638855,19.97189450263977,19.755348563194275,2
8,../Translators/input-files/examples/lift_FINAL_NEW.spectra,8,['A'],False,5,SimEnv.Realizable,264.58936977386475,26.896599531173706,26.519287824630737,10
9,../Translators/input-files/examples/lift_FINAL_NEW.spectra,9,['A'],False,1,SimEnv.Success,18.12620973587036,18.12620973587036,18.12620973587036,1
10,../Translators/input-files/examples/lift_FINAL_NEW.spectra,0,"['A,G']",False,1,SimEnv.Invalid,0.0,0.0,0.0,0
11,../Translators/input-files/examples/lift_FINAL_NEW.spectra,1,"['A,G']",False,11,SimEnv.Success,17.767337799072266,17.767337799072266,17.767337799072266,1
12,../Translators/input-files/examples/lift_FINAL_NEW.spectra,2,"['A,G']",False,3,SimEnv.Success,17.736114263534546,17.736114263534546,17.736114263534546,1
13,../Translators/input-files/examples/lift_FINAL_NEW.spectra,3,"['A,G']",False,1,SimEnv.Success,17.94309663772583,17.94309663772583,17.94309663772583,1
14,../Translators/input-files/examples/lift_FINAL_NEW.spectra,4,"['A,G']",False,8,SimEnv.Success,18.15854287147522,18.15854287147522,18.15854287147522,1
15,../Translators/input-files/examples/lift_FINAL_NEW.spectra,5,"['A,G']",False,5,SimEnv.Realizable,181.4412922859192,18.456072568893433,18.14226198196411,10
16,../Translators/input-files/examples/lift_FINAL_NEW.spectra,6,"['A,G']",False,7,SimEnv.Success,18.11772394180298,18.11772394180298,18.11772394180298,1
17,../Translators/input-files/examples/lift_FINAL_NEW.spectra,7,"['A,G']",False,2,SimEnv.Success,18.044570207595825,18.044570207595825,18.044570207595825,1
18,../Translators/input-files/examples/lift_FINAL_NEW.spectra,8,"['A,G']",False,8,SimEnv.Realizable,210.26515221595764,21.651686906814575,20.953439831733704,10
19,../Translators/input-files/examples/lift_FINAL_NEW.spectra,9,"['A,G']",False,8,SimEnv.Success,39.689961433410645,19.86359977722168,19.844980716705322,2
