,file,run,types,n_dropped,outcome,total_time,max_time,median_time,n_runs
0,../Translators/input-files/examples/lift_FINAL.spectra,0,['A'],2,SimEnv.Success,19.793615341186523,19.793615341186523,19.793615341186523,1
1,../Translators/input-files/examples/lift_FINAL.spectra,1,['A'],4,SimEnv.Timeout,208.60907983779907,24.826176643371582,20.32685112953186,10
2,../Translators/input-files/examples/lift_FINAL.spectra,2,['A'],3,SimEnv.Timeout,214.47718358039856,22.64511799812317,21.349193215370178,10
3,../Translators/input-files/examples/lift_FINAL.spectra,3,['A'],5,SimEnv.Unrealizable,138.10491061210632,138.10491061210632,138.10491061210632,1
4,../Translators/input-files/examples/lift_FINAL.spectra,4,['A'],3,SimEnv.Unrealizable,17.725705862045288,17.725705862045288,17.725705862045288,1
5,../Translators/input-files/examples/lift_FINAL.spectra,0,"['A,G']",8,SimEnv.Unrealizable,20.450411558151245,20.450411558151245,20.450411558151245,1
6,../Translators/input-files/examples/lift_FINAL.spectra,1,"['A,G']",2,SimEnv.Timeout,238.44567608833313,26.766806840896606,25.043664693832397,10
7,../Translators/input-files/examples/lift_FINAL.spectra,2,"['A,G']",3,SimEnv.Unrealizable,91.81284070014954,91.81284070014954,91.81284070014954,1
8,../Translators/input-files/examples/lift_FINAL.spectra,3,"['A,G']",14,SimEnv.Unrealizable,86.37929010391235,86.37929010391235,86.37929010391235,1
9,../Translators/input-files/examples/lift_FINAL.spectra,4,"['A,G']",1,SimEnv.Unrealizable,88.00731801986694,88.00731801986694,88.00731801986694,1
10,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,0,['A'],1,SimEnv.Timeout,37.85615134239197,4.13187837600708,3.76384174823761,10
11,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,1,['A'],1,SimEnv.Timeout,38.9662721157074,4.050750732421875,3.900851845741272,10
12,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,2,['A'],1,SimEnv.Timeout,39.52225089073181,4.51952862739563,3.9383816719055176,10
13,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,3,['A'],1,SimEnv.Timeout,38.40349507331848,4.147562026977539,3.8209365606307983,10
14,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,4,['A'],1,SimEnv.Timeout,37.866981506347656,4.080643177032471,3.748367190361023,10
15,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,0,"['A,G']",3,SimEnv.Unrealizable,1.33101487159729,1.33101487159729,1.33101487159729,1
16,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,1,"['A,G']",2,SimEnv.Unrealizable,1.4008195400238037,1.4008195400238037,1.4008195400238037,1
17,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,2,"['A,G']",1,SimEnv.Timeout,38.45498514175415,4.173301458358765,3.799973487854004,10
18,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,3,"['A,G']",2,SimEnv.Unrealizable,1.2369980812072754,1.2369980812072754,1.2369980812072754,1
19,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,4,"['A,G']",2,SimEnv.Timeout,37.97773003578186,4.057245254516602,3.7962703704833984,10
20,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,['A'],1,SimEnv.Timeout,51.90639042854309,5.462011337280273,5.183224320411682,10
21,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,['A'],2,SimEnv.Timeout,103.66903638839722,10.722522258758545,10.299227476119995,10
22,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,['A'],1,SimEnv.Timeout,52.070199728012085,6.1027820110321045,5.137749671936035,10
23,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,['A'],2,SimEnv.Timeout,52.947834968566895,5.558908700942993,5.307096362113953,10
24,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,['A'],1,SimEnv.Timeout,52.9777729511261,5.842616558074951,5.255303502082825,10
25,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,"['A,G']",4,SimEnv.Timeout,51.355055809020996,5.422569036483765,5.172876596450806,10
26,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,"['A,G']",2,SimEnv.Timeout,47.80255198478699,5.600975036621094,4.682558536529541,10
27,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,"['A,G']",4,SimEnv.Timeout,109.60706830024719,12.31227731704712,10.56249487400055,10
28,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,"['A,G']",2,SimEnv.Timeout,270.4914963245392,29.677843809127808,26.483683705329895,10
29,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,"['A,G']",5,SimEnv.Timeout,53.23939514160156,5.704256296157837,5.3644267320632935,10
30,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,0,['A'],2,SimEnv.Timeout,78.86435317993164,8.240487813949585,8.03704297542572,10
31,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,1,['A'],2,SimEnv.Timeout,88.70913124084473,12.471924066543579,8.435701608657837,10
32,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,2,['A'],4,SimEnv.Timeout,82.4365336894989,9.292928218841553,8.168222308158875,10
33,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,3,['A'],1,SimEnv.Timeout,84.75668716430664,10.825577974319458,8.224466443061829,10
34,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,4,['A'],2,SimEnv.Timeout,80.98092532157898,10.314943313598633,7.741287469863892,10
35,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,0,"['A,G']",8,SimEnv.Timeout,76.21747994422913,8.454199075698853,7.637174367904663,10
36,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,1,"['A,G']",3,SimEnv.Timeout,92.00694441795349,13.936501264572144,8.263023614883423,10
37,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,2,"['A,G']",3,SimEnv.Timeout,86.28821921348572,10.858474254608154,8.531016111373901,10
38,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,3,"['A,G']",2,SimEnv.Timeout,74.89751124382019,7.883987665176392,7.387802958488464,10
39,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,4,"['A,G']",9,SimEnv.Timeout,88.33378386497498,9.465729475021362,8.799757480621338,10
