,file,run,types,prevs,n_dropped,outcome,total_time,max_time,median_time,n_runs
0,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,0,['A'],False,1,SimEnv.Realizable,59.41406488418579,9.112035036087036,6.0677279233932495,10
1,../Translators/input-files/case-studies/modified-specs/minepump/genuine/minepump_fixed1.spectra,0,"['A,G']",False,1,SimEnv.Realizable,47.900874614715576,6.393729209899902,4.577659368515015,10
2,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,['A'],False,2,SimEnv.Realizable,121.97193622589111,18.507076501846313,11.360042572021484,10
3,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,['A'],False,2,SimEnv.Realizable,77.18896341323853,11.212218999862671,7.760786056518555,10
4,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,['A'],False,2,SimEnv.Realizable,51.51401472091675,7.79126238822937,4.86326265335083,10
5,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,['A'],False,2,SimEnv.Realizable,93.59285020828247,16.006572723388672,11.065084218978882,10
6,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,['A'],False,2,SimEnv.Realizable,128.47638511657715,16.495728015899658,13.67546534538269,10
7,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,5,['A'],False,1,SimEnv.Timeout,5.700666427612305,5.700666427612305,5.700666427612305,1
8,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,6,['A'],False,2,SimEnv.Realizable,47.96193289756775,5.059056520462036,4.731756329536438,10
9,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,7,['A'],False,1,SimEnv.Success,9.598222970962524,9.598222970962524,9.598222970962524,1
10,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,8,['A'],False,2,SimEnv.Realizable,80.18738508224487,11.032957553863525,7.988118767738342,10
11,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,9,['A'],False,2,SimEnv.Realizable,49.5910484790802,5.656641006469727,4.991441488265991,10
12,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,"['A,G']",False,4,SimEnv.Timeout,2.9577343463897705,2.9577343463897705,2.9577343463897705,1
13,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,"['A,G']",False,2,SimEnv.Realizable,65.57030653953552,9.579696655273438,5.882076025009155,10
14,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,"['A,G']",False,4,SimEnv.Realizable,67.95856738090515,10.69498896598816,6.401960134506226,10
15,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,"['A,G']",False,4,SimEnv.Realizable,65.04787421226501,9.139889240264893,6.112578511238098,10
16,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,"['A,G']",False,1,SimEnv.Realizable,60.5536253452301,8.346981763839722,5.368728160858154,10
17,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,5,"['A,G']",False,1,SimEnv.Realizable,75.72604966163635,11.969431161880493,7.566508769989014,10
18,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,6,"['A,G']",False,5,SimEnv.Realizable,334.5594539642334,39.66710162162781,33.26545822620392,10
19,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,7,"['A,G']",False,3,SimEnv.Realizable,59.82456946372986,9.291993856430054,5.656649947166443,10
20,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,8,"['A,G']",False,2,SimEnv.Realizable,66.39408588409424,11.440551996231079,5.9348918199539185,10
21,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,9,"['A,G']",False,2,SimEnv.Success,12.148689270019531,12.148689270019531,12.148689270019531,1
