,file,run,types,n_dropped,outcome,total_time,max_time,median_time,n_runs
25,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,"['A,G']",4,SimEnv.Timeout,46.36729192733765,4.749841213226318,4.665770173072815,10
26,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,"['A,G']",4,SimEnv.Unrealizable,4.780119895935059,4.780119895935059,4.780119895935059,1
27,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,"['A,G']",1,SimEnv.Timeout,46.64197063446045,5.134991407394409,4.663820147514343,10
28,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,"['A,G']",3,SimEnv.Timeout,46.69051790237427,5.008239030838013,4.644238829612732,10
29,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,"['A,G']",3,SimEnv.Timeout,46.64216947555542,4.904888868331909,4.672387719154358,10
30,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,0,['A'],2,SimEnv.Timeout,70.22859334945679,7.12162446975708,7.039018988609314,10
31,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,1,['A'],4,SimEnv.Timeout,69.30907702445984,7.039475440979004,6.932508111000061,10
32,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,2,['A'],4,SimEnv.Timeout,70.08742928504944,7.104135274887085,7.014972567558289,10
33,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,3,['A'],4,SimEnv.Timeout,70.61805868148804,7.492182731628418,6.975193738937378,10
34,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,4,['A'],3,SimEnv.Timeout,69.71708965301514,7.1441943645477295,6.994639992713928,10
35,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,0,"['A,G']",8,SimEnv.Timeout,80.36505675315857,8.245328187942505,8.025955557823181,10
36,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,1,"['A,G']",6,SimEnv.Timeout,69.34320163726807,7.077412366867065,6.901726007461548,10
37,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,2,"['A,G']",1,SimEnv.Unrealizable,14.384789943695068,14.384789943695068,14.384789943695068,1
38,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,3,"['A,G']",3,SimEnv.Timeout,69.63258838653564,7.045428514480591,6.962453484535217,10
39,../Translators/input-files/examples/Traffic/traffic_updated_FINAL.spectra,4,"['A,G']",2,SimEnv.Timeout,69.7631995677948,7.421051740646362,6.95896852016449,10
