,file,run,types,n_dropped,outcome,total_time,max_time,median_time,n_runs
0,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,['A'],1,SimEnv.NoTraceFound,0.0,0.0,0.0,0
1,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,['A'],2,SimEnv.Unrealizable,6.289729833602905,6.289729833602905,6.289729833602905,1
2,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,['A'],1,SimEnv.NoTraceFound,15.383397579193115,15.383397579193115,15.383397579193115,1
3,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,['A'],2,SimEnv.Timeout,62.30340766906738,7.977327108383179,6.001571178436279,10
4,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,['A'],1,SimEnv.Unrealizable,5.853807210922241,5.853807210922241,5.853807210922241,1
5,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,0,"['A,G']",1,SimEnv.NoTraceFound,0.0,0.0,0.0,0
6,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,1,"['A,G']",2,SimEnv.NoTraceFound,0.0,0.0,0.0,0
7,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,2,"['A,G']",4,SimEnv.Unrealizable,3.0124897956848145,3.0124897956848145,3.0124897956848145,1
8,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,3,"['A,G']",2,SimEnv.Unrealizable,5.830458164215088,5.830458164215088,5.830458164215088,1
9,../Translators/input-files/examples/Traffic/traffic_single_FINAL.spectra,4,"['A,G']",5,SimEnv.NoTraceFound,44.34693145751953,39.49340629577637,22.173465728759766,2
