,name,random_hypothesis,trace_length,n_assumptions,n_guarantees,n_violations,av_variables_in_violations,min_var_in_violations,max_var_in_violations,av_temporals_in_violations,min_temp_in_violations,max_temp_in_violations,n_assumption_realizability_checks,n_guarantee_realizability_checks,av_min_solutions,n_weakened_assumptions,n_weakened_guarantees,learning_time,result,file,timestamp,learner,temporals
0,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,3.0,0,0,20.01338291168213,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped2_fixed156.spectra,2023-06-02 02:28:25,ILASP,True
1,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,2.0,0,0,21.13310694694519,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped2_fixed157.spectra,2023-06-02 02:28:25,ILASP,True
2,Minepump,False,3,1,2,1,2.0,2,2,3.0,3,3,1,0,6.0,0,0,23.81437587738037,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped2_fixed158.spectra,2023-06-02 02:28:25,ILASP,True
3,Minepump,False,3,1,2,1,2.0,2,2,3.0,3,3,1,0,6.0,0,0,24.020894765853882,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped2_fixed159.spectra,2023-06-02 02:28:25,ILASP,True
4,Minepump,False,3,1,2,1,2.0,2,2,4.0,4,4,1,0,8.0,0,0,18.721211910247803,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped0_fixed222.spectra,2023-06-02 02:28:25,ILASP,True
5,Minepump,False,3,1,2,1,2.0,2,2,4.0,4,4,1,0,8.0,0,0,18.408206939697266,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped0_fixed223.spectra,2023-06-02 02:28:25,ILASP,True
6,Minepump,False,3,1,2,1,2.0,2,2,4.0,4,4,1,0,8.0,0,0,18.332274198532104,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped0_fixed224.spectra,2023-06-02 02:28:25,ILASP,True
7,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,5.0,0,0,20.576108932495117,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed262.spectra,2023-06-02 02:28:25,ILASP,True
8,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,5.0,0,0,20.29217791557312,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed263.spectra,2023-06-02 02:28:25,ILASP,True
9,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,5.0,0,0,19.885921955108643,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed264.spectra,2023-06-02 02:28:25,ILASP,True
10,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,5.0,0,0,19.63931703567505,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed265.spectra,2023-06-02 02:28:25,ILASP,True
11,Minepump,False,3,1,2,1,2.0,2,2,3.0,3,3,1,0,8.0,0,0,20.014754056930542,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed266.spectra,2023-06-02 02:28:25,ILASP,True
12,Minepump,False,3,1,2,1,2.0,2,2,3.0,3,3,1,0,8.0,0,0,19.847124814987183,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed267.spectra,2023-06-02 02:28:25,ILASP,True
13,Minepump,False,1,1,2,1,1.0,1,1,1.0,1,1,1,0,3.0,0,0,21.754444122314453,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped10_fixed176.spectra,2023-06-02 02:28:25,ILASP,True
14,Minepump,False,1,1,2,1,1.0,1,1,1.0,1,1,1,0,3.0,0,0,21.645501136779785,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped10_fixed177.spectra,2023-06-02 02:28:25,ILASP,True
15,Minepump,False,1,1,2,1,1.0,1,1,1.0,1,1,1,0,3.0,0,0,21.66398286819458,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped10_fixed178.spectra,2023-06-02 02:28:25,ILASP,True
16,Minepump,False,1,1,2,1,1.0,1,1,1.0,1,1,1,0,3.0,0,0,21.722787141799927,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped10_fixed179.spectra,2023-06-02 02:28:25,ILASP,True
17,Minepump,False,2,1,2,1,1.0,1,1,1.0,1,1,1,0,6.0,0,0,23.116039037704468,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped10_fixed180.spectra,2023-06-02 02:28:25,ILASP,True
18,Minepump,False,2,1,2,1,1.0,1,1,1.0,1,1,1,0,6.0,0,0,19.154294967651367,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped10_fixed181.spectra,2023-06-02 02:28:25,ILASP,True
19,Minepump,False,3,1,2,1,1.0,1,1,1.0,1,1,1,0,6.0,0,0,23.415897846221924,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped10_fixed182.spectra,2023-06-02 02:28:25,ILASP,True
20,Minepump,False,3,1,2,1,1.0,1,1,1.0,1,1,1,0,6.0,0,0,23.197675943374634,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped10_fixed183.spectra,2023-06-02 02:28:25,ILASP,True
21,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,2,0,2.0,0,0,41.66202998161316,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped8_fixed90.spectra,2023-06-02 02:28:25,ILASP,True
22,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,2.0,0,0,21.42964816093445,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped8_fixed91.spectra,2023-06-02 02:28:25,ILASP,True
23,Minepump,False,3,1,2,1,2.0,2,2,3.0,3,3,2,0,5.0,0,0,49.933873891830444,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped8_fixed92.spectra,2023-06-02 02:28:25,ILASP,True
