,name,random_hypothesis,trace_length,n_assumptions,n_guarantees,n_violations,av_variables_in_violations,min_var_in_violations,max_var_in_violations,av_temporals_in_violations,min_temp_in_violations,max_temp_in_violations,n_assumption_realizability_checks,n_guarantee_realizability_checks,av_min_solutions,n_weakened_assumptions,n_weakened_guarantees,learning_time,result,file,timestamp,learner,temporals
0,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,0,0,0,1.6752219200134277,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped2_fixed212.spectra,2023-08-16 19:02:30,FastLAS,True
1,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,0,0,0,1.7548890113830566,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped2_fixed213.spectra,2023-08-16 19:02:30,FastLAS,True
2,Minepump,False,3,1,2,1,2.0,2,2,3.0,3,3,1,0,0,0,0,1.5110588073730469,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped2_fixed214.spectra,2023-08-16 19:02:30,FastLAS,True
3,Minepump,False,3,1,2,1,2.0,2,2,3.0,3,3,1,0,0,0,0,1.4906439781188965,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped2_fixed215.spectra,2023-08-16 19:02:30,FastLAS,True
4,Minepump,False,3,1,2,1,2.0,2,2,4.0,4,4,1,0,0,0,0,1.4950189590454102,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped0_fixed255.spectra,2023-08-16 19:02:30,FastLAS,True
5,Minepump,False,3,1,2,1,2.0,2,2,4.0,4,4,1,0,0,0,0,1.5463509559631348,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped0_fixed256.spectra,2023-08-16 19:02:30,FastLAS,True
6,Minepump,False,3,1,2,1,2.0,2,2,4.0,4,4,1,0,0,0,0,1.4900610446929932,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped0_fixed257.spectra,2023-08-16 19:02:30,FastLAS,True
7,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,0,0,0,1.5782508850097656,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed316.spectra,2023-08-16 19:02:30,FastLAS,True
8,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,0,0,0,1.5052838325500488,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed317.spectra,2023-08-16 19:02:30,FastLAS,True
9,Minepump,False,2,1,2,1,2.0,2,2,3.0,3,3,1,0,0,0,0,1.5061640739440918,Alternative Realizable Specification Produced,output-files/rq_files/minepump_fixed1_dropped1_fixed318.spectra,2023-08-16 19:02:30,FastLAS,True
